3char_code^2char_code^name^website
AAM^^Air America^
QDA^QW^Qingdao Airlines^http://www.qdairlines.com/
^^Q15943231^
OTJ^X5^Ten Airways^http://www.tenairways.com/
NIH^IN^NAM Air^http://www.flynamair.com
MRJ^IJ^Meraj Airlines^https://meraj.aero/
^^Air Andorra^
^^Air Annobón^
SGQ^6S^Saudigulf^http://www.saudigulfairlines.com/
QTR^QR^Al Maha Airways^http://www.qatarairways.com/de/de/homepage.page
^^Aerovias Minas Gerais^
AWB^HO^Airways International^
PTR^9P^Air Arabia Jordan^
^^Air Atlas^
HTT^HT^Air Tchad^
^^AvWest^http://www.avwest.biz
^^Líneas Aéreas de Guinea Ecuatorial^
^^Gilpin Airlines^
^^Agence et Messageries Aérienne du Zaïre^
TAX^XJ^Thai AirAsia X^http://www.airasia.com/
^^Q16318319^
NFD^NS^Nürnberger Flugdienst^
PMI^UX^Air Europa Express (1996)^
AGY^^Q16488224^
LCT^YQ^TAR Aerolineas^http://tarmexico.com/
KHK^^Kharkiv Airlines^http://flykharkiv.com
LCM^^Líneas Aéreas Comerciales^
^^Air Republiq^
^^Copterline^
^^Aroostook Airways^
BSR^G6^Guine Bissau Airlines^
^^British Marine Air Navigation Co Ltd^
HAJ^^Hajvairy Airlines^
^^JetSul^
^^Skybus^
MAK^WG^Malinair^
^QM^Monacair^http://www.monacair.mc/
^^Paninternational^
^YQ^Lakeland Airlines^
STQ^5H^Star Air^
^^Corilair^
GPD^TJ^Tradewind Aviation^http://www.flytradewind.com/
NPT^^West Atlantic UK^https://westatlantic.eu/
NO^^Atlantis^
GTI^5Y^Atlas Air^http://www.atlasair.com/holdings/index.asp
^^Q757137^
BMM^8A^Atlas Blue^
KKK^KK^AtlasGlobal^http://www.atlasjet.com
GSW^ND^Sky Wings Airlines^http://www.skywings.gr
VDA^VI^Volga-Dnepr Airlines^http://www.volga-dnepr.com
AUF^^Augusta Air^
AHC^^Azal Avia Cargo^
NDC^LF^FlyNordic^http://web.archive.org/*/http://www.flynordic.com/
COS^^Concors^
BGY^^Bingo Airways^http://www.bingoairways.prime.pl
JST^JQ^Jetstar Airways^http://www.jetstar.com/
MWG^MH^MASwings^http://www.maswings.com.my
MWG^MY^MASwings^http://www.maswings.com.my
^^Volkswagen Air Service^
SKW^OO^SkyWest Airlines^http://www.skywest.com
^^Tara Air^http://www.taraair.com
LSK^^Aurela^http://www.aurela.lt/en
HER^UD^Hex'Air^http://www.hexair.com
AUR^GR^Aurigny Air Services^http://www.aurigny.com
IRY^YE^Eram Air^http://www.eramair.com
GLP^GH^Globus^http://www.s7.ru
URR^^Aurora Airlines^
ELG^E8^Alpi Eagles^http://www.alpieagles.it
AUT^AU^Austral Líneas Aéreas^http://www.austral.com.ar
XME^XM^Australian air Express^http://www.aae.com.au
AUA^OS^Austrian Airlines^https://www.austrian.com/
FDX^FX^FedEx Express^http://www.fedex.com
AUJ^^Austrojet^http://www.austrojetprivate.com/
BGI^^British Gulf International Airlines^
GTC^^Golden International Airlines^
RXA^ZL^Regional Express Airlines^http://www.rex.com.au
VNV^AO^Avianova^
AYC^AO^Aviaco^
CHP^6A^Aviacsa^http://www.aviacsa.com/
ERG^7U^Aviaenergo^
ONE^O6^Avianca Brazil^http://www.avianca.com.br
NOV^RD^Avianova^
VID^WR^Aviaprad^http://www.aviaprad.ru
GUG^GU^Avianca Guatemala^
LVR^^Aviavilsa^http://www.aviavilsa.lt/
SMJ^Z3^Avient Aviation^https://web.archive.org/web/20131030140921/http://www.avcargo.co.uk/
AIA^U3^Avies^
AGX^^Aviogenex^http://www.aviogenex.com/
AXX^M4^Avioimpex^http://www.unet.com.mk/mbc/avioimpex.htm
NVD^X9^Avion Express^http://www.flyavex.com/
ROI^9V^Avior Airlines^http://www.aviorairlines.com
AZU^AD^Azul Brazilian Airlines^http://www.voeazul.com.br/
AZZ^^Azza Transport^
BON^JA^B&H Airlines^http://www.bhairlines.ba
^^Weststar Aviation^http://www.weststar-aviation.aero/
BRT^TH^BA Connect^
LAY^^Layang Layang Aerospace^
UDC^7D^Donbassaero^
BKV^BQ^Bukovyna Airlines^http://bukavia.business-guide.com.ua
VIV^VB^VivaAerobus^http://www.vivaaerobus.com/
CBE^QA^MexicanaClick^http://www.mexicana.com
TUA^T5^Turkmenistan Airlines^http://www.turkmenairlines.com/
^^BMW Flight Service^
BWA^BW^BWIA West Indies Airways^http://www.bwee.com/
BDR^J4^Badr Airlines^http://www.badrairlines.com/
BHS^UP^Bahamasair^http://www.bahamasair.com
BAB^BN^Bahrain Air^http://www.bahrainair.net
BYJ^^Bakhtar Afghan Airlines^
BMS^0B^Blue Air^http://www.blueairweb.com/
BLN^^Bali Air^
^^Q805701^
BKP^PG^Bangkok Airways^http://www.bangkokair.com
BTV^7P^Batavia Air^http://www.batavia-air.com
BTV^Y6^Batavia Air^http://www.batavia-air.com
BV^^Bavaria Fluggesellschaft^
^^Q812058^
BLS^JV^Bearskin Airlines^http://www.bearskinairlines.com
BRU^B2^Belavia^http://www.belavia.by
LBY^LZ^Belle Air^
BLV^B3^Bellview Airlines^http://web.archive.org/*/http://www.flybellviewair.com/
BVT^J8^Berjaya Air^
^WZ^Berlin European UK^
TBL^BZ^Berline^
LZB^FB^Bulgaria Air^http://www.air.bg/en/
ASA^AS^Alaska Airlines^https://www.alaskaair.com
TVL^7O^Travel Service Hungary^http://www.travelservice.hu/
RJA^RJ^Royal Jordanian^http://www.rj.com
SRR^S6^Star Air^http://www.starair.dk
GLR^9M^Central Mountain Air^http://www.flycma.com/
AUI^PS^Ukraine International Airlines^http://www.flyuia.com
KRP^V3^Carpatair^http://www.carpatair.com
^7G^MK Airlines^
MTJ^^Metrojet Ltd.^http://www.metrojet.com
LXA^^Luxaviation^http://www.luxaviation.lu
FGL^F0^Futura Gael^
^BA^British Overseas Airways Corporation^
PAL^PR^Philippine Airlines^http://www.philippineairlines.com
ISV^WC^Avianca Honduras^http://www.flyislena.com/
ISV^WC^Avianca Honduras^https://www.avianca.com
CME^^Prince Edward Air^http://www.peair.com/
ICD^X8^Icaro Air^http://www.icaro.aero/
TWE^TQ^Transwede Airways^
^^Darbhanga Aviations^
DSQ^^Dasab Airlines^
LLL^LK^Lao Air^http://www.laoskyway.com
DJS^^DayJet^http://wayback.archive.org/web/*/http://www.dayjet.com/
^^Feel Air^http://www.feelair.com
SFI^SF^Silverfly^
DEB^2G^Debonair^
DLK^^Deccan Lanka^
DAL^DL^Delta Express^http://web.archive.org/*/http://www.flydlx.com/
ELJ^^Delta Private Jets^http://www.deltaprivatejets.com/
^^Denver Ports of Call^
DRY^^Deraya Air Taxi^http://www.deraya.co.id/
RDN^D7^Dinar Líneas Aéreas^
DSV^^Direct Aero Services^http://www.aeroservices.ro/
^D1^Direct Air^
DVA^DH^Discovery Airways^
ADM^YU^Dominair^
DOA^DO^Dominicana de Aviación^
^^TAT Nigeria^
GES^G5^Gestair^
GES^GP^Gestair^
TWD^^Wings Aviation^
^^Dorado Wings^
DOV^^Dove Air Services^http://www.doveair-sd.com/
^^Downeast Airlines^
DUB^^Dubai Royal Air Wing^
DUO^VB^Duo Airways^
^^DutchCaribbeanExel^
ELA^EL^E-Liner Airways^http://www.e-liner.net/
EXW^^EAS Airlines^
^^ETA – Empresa de Transporte Aéreo^
EFL^EY^Eagle Air^
ERX^^Earth Airlines^
^^East-West Airlines^
^5H^East African Air^http://www.flyeastafrican.co.uk
UGX^QU^East African Airlines^
EAZ^X7^Eastern Air^
^^Eastern Canada Air Lines^
ESJ^EE^Eastern SkyJets^http://www.esj.aero
ILA^DK^Eastland Air^
SGR^W9^Eastwind Airlines^https://web.archive.org/web/19981212024546/http://www.eastwindairlines.com
FYE^^Easy Link Aviation^
^^Eco Airlines^
DEI^9H^Ecoair International^
EEA^EU^Ecuatoriana de Aviación^
RIO^RL^Rio Linhas Aéreas^http://www.voerio.com/
XNA^^Express.Net Airlines^http://www.ena.aero/
PEC^Q8^Pacific East Asia Cargo Airlines^http://www.peacairlines.com/
THJ^AO^ThaiJet^
EFA^^Express Freighters Australia^
FOS^VY^Formosa Airlines^
^^Emerald Air^
^OD^Emerald Air^
JEM^G3^Emerald Airways^
EWW^EB^Emery Worldwide^https://web.archive.org/web/20010411131712/http://www.emeryworld.com/eww/emeryweb/
CFS^EM^Empire Airlines^http://www.empireairlines.com
^^Empire Airlines^
JKR^^Empire Airways^http://www.empireairways.com
^^Empires Airlines^
^TL^Emu Airways^
EKA^E7^Equaflight^http://www.equaflight.com/
^^Escadrille Nationale du Niger^
ESD^K9^Esen Air^
^^Essair Airways^
UMS^^Estar Avia^
^5Q^Euroceltic Airways^
^9R^Eurodirect^
RDP^^Eurojet Romania^http://www.eurojet.ro/
EUT^^European 2000 Airlines^http://www.e2000air.com
ECB^WL^European Coastal Airlines^http://www.ec-air.eu/
ETV^^European Executive^http://www.euroexec.com/
SDA^DA^Sol Dominicana Airlines^http://www.vuelesol.com
^E2^Everest Air^
VTS^5V^Everts Air Cargo^http://www.evertsair.com/
XLS^^ExcelAire^http://www.excelaire.com
EXU^^Executive Airlines^http://www.executive-airlines.com/
XPD^FO^Expedition Airways^
EVS^8K^Exploits Valley Air Services^http://evasair.com/
LHN^EO^Express One International^http://www.flyexpressone.com/
^^FLYi^
EYE^4A^FS Air Service^
^^Fairline^https://web.archive.org/web/20040401001818/www.fly-fair.com/
FAO^6F^Falcon Air Express^http://www.flyfalconair.com/
^^Falcon Airways^
FVS^^Falcon Aviation Services^http://www.falconaviation.ae/
^^Family Airlines^
QFZ^^Fars Air Qeshm^http://www.farsairqeshm.com/
RDV^R1^Fil-Asian Airways^
FOA^^Filipinas Orient Airways^
^^Finlantic^
FAV^FA^Finnaviation^
FCC^F6^First Cambodia Airlines^
^^Fjellfly^
^^Flagship Airlines^
FLJ^^Flairjet^http://www.flair-jet.com/
^^Flamingo Air^
^^Flamingo Air^
FFX^JH^Flex Linhas Aéreas^http://www.voeflex.com.br
TUD^4Y^Flight Alaska^http://www.yuteair.net/
FWQ^YC^Flight West Airlines^http://www.flightwest.com.au/
^^Mey-Air^
^OD^Q1929952^
KAW^^Kazair West^http://www.kazairwest.com/
NYL^7Y^Mid Airlines^http://www.midairlines.com/
MLR^MJ^Mihin Lanka^http://mihinlanka.com/english/lk
SIB^5M^Sibaviatrans^
NTW^CE^Nationwide Airlines^http://www.flynationwide.co.za/
MSA^M4^Mistral Air^http://www.mistralair.it
MSA^7M^Mistral Air^http://www.mistralair.it
MOW^MO^Mohawk Airlines^
^^Q1944924^
^^Montana Austria^
VIZ^V6^Aerovis Airlines^
SOM^HH^Somali Airlines^
MYT^VZ^MyTravel Airways^
^R4^Q1958602^
GLL^^Air Gemini^http://web.archive.org/web/*/http://www.airgemini.com/
NRT^^Nationale Regionale Transport^
^^Q1966719^
NXA^NX^Nolisair^
^^Q1968133^
BXS^BX^Spantax^
EQL^KY^Air São Tomé and Príncipe^http://web.archive.org/*/http://airsaotomeprincipe.com
ROK^N7^National Airlines^
NTJ^2N^Nextjet^http://www.nextjet.se
^^Q1972241^
NAY^ZN^Naysa^http://www.naysa.es/
^^Ala Littoria^
ILL^^Ilyich-Avia^http://www.ilyich-avia.com.ua/
^^Q1982101^
NEA^EJ^New England Airlines^http://www.block-island.com/nea/
BRQ^UZ^Buraq Air^http://www.buraq.aero/
OLA^OJ^Overland Airways^http://www.overlandairways.com/
^^Q1993862^
NAD^HK^Noble Air^
NUM^^Nomad Aviation^https://www.nomadjet.com/
MKD^6F^MAT Airways^http://www.matairways.mk/
^^Bunavad^
GWY^U5^USA3000 Airlines^http://www.USA3000.com/
NTA^^Northern Thunderbird Air^http://www.ntair.ca/
^^Intal Air^
^^ICS Air^
^^Grixona^
ERH^7H^Era Aviation^http://www.flyera.com/
^^Q2005065^
^^Q2007186^
^^Q2012288^
CIX^G3^City Connexion Airlines^
^^Q2019270^
CRF^OR^Crimea Air^
OAL^OA^Olympic Airlines^http://www.olympic-airlines.it
OMS^N3^Omskavia^http://www.omskavia.ru
OTG^OG^One-Two-GO Airlines^
FRT^^Aerofreight Airlines^
SDU^^Sud Airlines^http://www.sudairlines.fr
ORN^KG^Orion Airways^
^^Q2031486^
IAE^IO^IrAero^http://en.iraero.ru
^^OLT Express^http://www.oltexpress.com
CHF^X7^Chitaavia^
DNU^R6^DOT LT^http://www.dot.lt/
PHG^P3^Phoenix Aviation^http://www.phoenixuae.com/
MDF^^Mediterranean Air Freight^
CPZ^CP^Compass Airlines^http://www.compassairline.com/
^^Q2042351^
BSY^GQ^Big Sky Airlines^http://web.archive.org/web/*/http://www.bigskyair.com/
RGL^^Regional Air Lines^
OZJ^O7^OzJet^http://web.archive.org/*/http://www.ozjet.com.au/
^^Q2043807^
SNC^2Q^Air Cargo Carriers^http://aircar.com/
PMK^3D^Palair^
^^Q2047569^
^^Q2050027^
MLC^^Malift Air^
^^Q2050558^
TUP^4B^Aviastar-TU^http://www.aviastartu.ru
PRR^^Paramount Airlines^
^^Q2057270^
POT^YQ^Polet Airlines^http://www.polet.ru/en/
WVL^8Z^Wizz Air Bulgaria^http://www.wizzair.com/
SSF^D2^Severstal Air Company^http://www.severstal-avia.ru/
VBG^^Vyborg^
DVR^DI^Divi Divi Air^http://www.flydivi.com
^^Air Canada Jetz^
^V8^Air Mikisew^http://www.airmikisew.com/
GGN^ZX^Air Georgian^http://www.airgeorgian.ca
^^Q2071914^
PAG^^Perimeter Aviation^http://www.perimeter.ca
^^Q2076260^
ISG^6P^Club Air^
^^Tiko Air^
LDI^L4^Lauda Air Italy^
LRO^^Alrosa-Avia^http://www.alrosa-avia.com
JTY^JZ^Jatayu Airlines^
^^King Air Charter^http://www.kingair.co.za/
^^Saudi Red Crescent Authority^http://www.saudiredcrescent.com/
^EO^Q2081522^
^^Service Air^
EUH^RN^Air Horizons^
^^Ocean Airways^
^^Aeromarine Airways^
^^Aeromech Airlines^
MSM^^Aeromás^
ATE^AM^Aeroméxico Travel^
^^Aeronaves Dominicanas^http://www.aerodomca.com/
^^Aeronorte^
NRP^^Aeronord^
^^Aeropostal Alas de Centroamerica^http://www.aeropostal.co.cr
^AW^Aeroquetzal^
^^Aerosegovia^
^^Aerotarg^
CNI^^Aerotaxi^
AVG^^Aerovias Guest^
^XU^Aerovías^
QAS^QQ^Aerovías Quisqueyana^
AWG^^Aerowings^
^^Aexpa^http://aeroexpresodelpacifico.com/
UAG^^Afra Airlines^
AFF^7A^Afric'Air Charter^
^L8^Afric Aviation^http://www.africaviation.com/
CFR^^Africa One^
AFW^AW^Africa World Airlines^http://www.flyAfricaWorld.com/
AFK^^Afrik Air Links^
^X5^Afrique Airlines^
^^Afro Continental Airways^
^^Agefreco Air^
^^Air-Speed Inc^
MCD^^AirMed^http://www.airmed.co.uk
^^AirSea Lines^http://www.airsealines.com/
ASP^^AirSprint^http://www.airsprint.com
TOW^T2^AirTanker Services^http://www.airtanker.co.uk/
TRS^FL^AirTran JetConnect^
LFA^H7^Air Alfa^
AHA^GD^Air Alpha Greenland^
^^Air Andalucia^
^AQ^Air Anglia^
^^Air Asturias^
CRB^CC^Air Atlanta^
^BL^Air BVI^
GBU^TZ^Air Bissau^
^^Air Caribbean^
CBB^C2^Air Caribbean^
CPL^^Air Chaparral^
^^Air Charter Bahamas^
^^Air Charter Limited^
^^Air Charter Service^http://www.aircharterservice.com
CEY^Y2^Air Century^http://www.aircentury.com/
WBR^3E^Air Choice One^http://www.airchoiceone.com/
^^Air Cortez^
HAD^H8^Air D'Ayiti^
^^Air Dravida^
^^Air Dream^
ECS^EC^Air Ecosse^
EQU^^Air Equator^
^^Air Excellence^
^^Air Fecteau^
^^Air Ferry Limited^
WAF^F4^Air Flamenco^http://airflamenco.net
AFN^OG^Air Freight NZ^http://www.airfreightnz.co.nz/
^^Air Gaspé^
AGS^4A^Air Go Airlines^http://www.airgoairlines.gr/
SCE^YR^Air Grand Canyon^
AGJ^JG^Air Greece^
AGU^OG^Air Guadeloupe^
AHC^^Air Hawaii^
HJA^HJ^Air Haïti^
^LQ^Air Guinea^
HZT^8C^Air Horizon^
^UX^Air Illinois^
MPK^I6^Air Indus^http://www.airindus.com.pk/
EUD^^Air Italy Egypt^
JMX^B9^Air Jamaica Express^
^^Air Kerala^
KRT^0K^Air Kokshetau^
ALI^NL^Air Liberia^
^W2^Air Lipsia^
MLI^MY^Air Mali^
DXT^^Air Management Group^http://dexter.aero/
AMI^L6^Air Maldives^
MBB^ZM^Air Manas^http://www.airmanas.com/
^^Air Manchester^
AMI^UM^Air Manila^
^^Air Martinique^
MAN^M1^Air Mantra^http://www.airmantra.com/
AZX^^Air Max Africa^
VTY^^Air Midwest^http://www.airmidwestng.com/
AMG^6M^Air Minas Linhas Aéreas^http://www.airminas.com.br/
^^Air Montserrat^
^^Air National^
^^Air New England^
^^Air Niagara^
AWN^A7^Air Niamey^
^^Air Nicaragua^
^^Air New Zealand Link^http://www.airnewzealand.co.nz
^^Air Niger^
^^Air Oregon^
^^Air Pacific^
API^OP^Air Panamá Internacional^
^^Air Pennsylvania^
APN^^Air Phoenix^http://www.air-phoenix.com
CUB^CU^Cubana de Aviación^http://www.cubana.cu/
BPS^^Budapest Aircraft Service^http://www.baseairlines.hu
TSQ^^airtransse^http://www.airtransse.com/
TCX^MT^Thomas Cook Airlines^http://flythomascook.com
TCX^MT^Thomas Cook Airlines^http://www.thomascookairlines.com
ALK^UL^SriLankan Airlines^http://www.srilankan.com
VJC^VJ^VietJet Air^http://www.vietjetair.com/
IAW^IA^Iraqi Airways^http://www.iraqiairways.com.iq
SYR^RB^Syrian Air^http://www.syriaair.com
MEA^ME^Middle East Airlines^http://www.mea.com.lb
OMA^WY^Oman Air^http://www.omanair.com
KAC^KU^Kuwait Airways^http://www.kuwaitairways.com
LBC^LV^Albanian Airlines^http://www.albanianairlines.com.al
VRG^RG^Varig^
^TA^Tasair^http://www.tasair.com.au/
^^Awan Inspirasi^
^^Hornbill Skyways^
BBC^BG^Biman Bangladesh Airlines^http://www.biman-airlines.com
IBB^NT^Binter Canarias^http://www.bintercanarias.com/
SUD^SD^Sudan Airways^http://www.sudanair.com/
NLY^HG^Niki^http://www.flyniki.com
RAM^AT^Royal Air Maroc^http://www.royalairmaroc.com
SCX^SY^Sun Country Airlines^http://www.suncountry.com/
^^China National Aviation Corporation^
^HC^Iceland Express^
^HW^Iceland Express^
SHQ^F4^Shanghai Airlines Cargo^http://ecargo.shanghai-air.com/english.htm
GSC^GD^Grandstar Cargo^http://www.grandstarcargo.com/
GSS^XH^Global Supply Systems^http://www.gssair.co.uk
FAT^^Farnair Switzerland^http://www.aslairlines.ch/
JEC^JX^Jett8 Airlines^
^^Continental Connection^
KPS^YL^Crystal Thai Airlines^
JKT^JM^Jetstar Hong Kong^http://www.jetstarhongkong.com
PAL^PR^PAL Express^http://www.flypalexpress.com/
PEV^PE^People's^http://www.peoples.ch/
TCU^T7^TransGlobal Airways^
MIX^MG^Midex Airlines^http://www.midexairlines.com/
^^Thai Tiger Airways^
IAC^IC^Indian Airlines^
^^Thai Pacific Airlines^
SSQ^QF^Sunstate Airlines^http://www.qantas.com/travel/airlines/home/de/de
QLK^QF^Sunstate Airlines^http://www.qantas.com/travel/airlines/home/de/de
^^Luftverkehr Friesland-Harle^http://www.inselflieger.de
BCI^SI^Blue Islands^http://www.blueislands.com
BLE^4Y^Blue Line^
BPA^BV^Blue Panorama Airlines S.p.A.^http://www.blue-panorama.com
BCA^^Blue Sky Aviation^http://www.blueskyaviation.mn
BWI^^Blue Wing Airlines^http://www.bluewingairlines.com
BBZ^^Bluebird Aviation^http://www.bluebirdaviation.com/
BBD^BF^Bluebird Nordic^http://www.bluebirdcargo.com/
ULG^YL^U Airlines^http://www.u-airlines.com
BOV^OB^Boliviana de Aviación^http://www.boa.bo/
NMI^LW^Pacific Wings^http://www.pacificwings.com
SQH^K5^SeaPort Airlines^http://www.seaportair.com
NMI^LW^New Mexico Airlines^http://www.flynma.com
BRJ^YB^Borajet^http://www.borajet.com.tr/
BSP^6Z^Bosphorus Airways^
CXS^E9^Boston-Maine Airways^http://www.flypanam.com/
BOU^BO^Bouraq Indonesia Airlines^http://web.archive.org/web/*/http://www.bouraq.com
KFK^PW^German Wings^
BNF^BN^Braniff International Airways^
HLQ^JH^Harlequin Air^
NCR^N8^National Airlines^http://www.nationalairlines.com/
NAC^NC^Northern Air Cargo^http://www.northernaircargo.com
MON^ZB^Monarch Airlines^http://www.monarch.co.uk
AAH^KH^Aloha Air Cargo^http://www.AlohaAirCargo.com
AJT^M6^Amerijet International^http://www.amerijet.com/
BRV^K6^Bravo Air Congo^http://web.archive.org/web/*/http://www.bravoaircongo.com
BBV^BQ^Bravo Airlines^
^^Fly Guam^
TIS^UZ^TESIS Aviation Enterprise^
LCR^^Libyan Arab Air Cargo^
MML^MR^Hunnu Air^https://www.hunnuair.com/
EZX^9A^Eaglexpress^http://www.eaglexpressair.com
MDM^N5^Medavia^http://www.medavia.com.mt/home
MCK^CC^MacAir Airlines^
TGZ^A9^Georgian Airways^https://www.georgian-airways.com/
DRK^KB^Druk Air^https://www.drukair.com.bt
CPN^IV^Caspian Airlines^https://www.caspian.aero/
CPN^RV^Caspian Airlines^https://www.caspian.aero/
TJT^T7^Twin Jet^http://www.twinjet.it
BZH^DB^Brit Air^
BAL^BY^Britannia Airways^http://web.archive.org/*/http://www.britanniaairways.com
BCC^BR^British Caledonian^
BEA^BE^British European Airways^
BAF^VF^British United Air Ferries^
PFL^PI^PacificFlier^
AJK^4W^Allied Air^http://www.alliedairng.com/
^^Heli Malongo Airways^
TMW^M8^Trans Maldivian Airways^http://www.transmaldivian.com/
FCA^DP^First Choice Airways^http://www.firstchoice.co.uk/flights
GSJ^^Grossmann Jet Service^http://www.grossmannjet.com
^^Mid Express Tchad^
SCD^^Associated Aviation^http://www.flyassociated.com/
KAJ^5R^Karthago Airlines^
CAW^MN^kulula.com^http://www.kulula.com
TGU^5U^Transportes Aéreos Guatemaltecos^http://www.tag.com.gt
BBR^S3^SBA Airlines^http://www.sbairlines.com
LID^D4^Alidaunia^http://www.alidaunia.it
^FE^Florida Airlines^
^^Florida Airways^
FCL^PA^Florida Coastal Airlines^
^^Florida Commuter Airlines^
FLX^ZO^Florida Express^
FWL^RF^Florida West International Airways^http://www.fwia.com
FVM^^Flugfélag Vestmannaeyja^http://www.eyjaflug.is/index_isl.php
^^FlyHawaii Airlines^
NTG^^FlyMex^http://www.flymex.aero
VQI^VP^FlyMe^http://www.flyme.mv
^AG^Fly Aruba^
FJM^OJ^Fly Jamaica Airways^http://www.fly-jamaica.com/
^^Fly Niu Airlines^
^^Fly My Sky^http://www.flymysky.co.nz/
^FT^Fly Tiwi^http://www.flytiwi.com.au/main/page_home.html
^9I^Flyglinjen^http://www.flyglinjen.se/
FCL^MT^Flying Colours Airlines^
^^Flying Dragon Airlines^
FJE^Y7^Flyjet^http://www.fly-jet.com/
FLK^VB^Flylink Express^
^^Fort Worth Airlines^
^^Fortunair^
VRB^^Silverback Cargo Freighters^http://www.silverbackcargo.com/
FSC^HK^Four Star Air Cargo^
SRN^P8^SprintAir^http://sprintair.eu
AGW^^ArGo Airways^
^^Free Airlines^
FFF^^Freedom Air Services^http://www.freedomairservices.com
^^Freelandia^
FRG^^Freight Runners Express^http://www.freightrunners.com/
FRR^^Fresh Air^
^FL^Frontier Airlines^
^^Fujita Airlines^
GPE^^GP Express Airlines^
GDR^GP^Gadair European Airlines^
^^Galaxie Corporation^
GMA^^Gama Aviation^http://www.gamaaviation.com
GHS^^Gatari Air Service^http://www.gatariair.com/
^^Gem State Airlines^
GEN^^Gensa^http://www.voegensa.com.br
GGF^^Georgian Cargo Airlines Africa^
TIW^T9^Transcarga^http://www.transcarga.aero/
KMS^^Cosmos Air Cargo^http://www.cosmoscarga.com/
GIL^9C^Gill Airways^http://web.archive.org/*/http://www.gill-airways.com
^^Glenorchy Air^http://www.glenorchyair.co.nz
GAG^^Global Air^
^^Global Airways^http://www.globalairways.tc
DMJ^^Global Air^http://www.globalair.aero/
^^Global International Airways^
GJA^^Globe Jet^http://www.globejetairlines.com/
^^Globemaster Air Cargo^
^^Go!Express^http://www.iflygo.com
^^Golden Bay Air^http://www.goldenbayair.co.nz
^^Golden Gate Airlines^
^^Golden Pacific Airlines^
GWA^GW^Golden West Airlines^
^^Golden Wings Charters^
^3B^Job Air Technic^
^^Grafair^http://www.grafair.se/
GDI^8L^Grand Air International^
GAE^^Grand Aire Express^
^^Great Barrier Airlines^http://www.barrierair.kiwi
^^Great Lakes Airlines^
OZR^ZO^Great Plains Airlines^
GRF^^Green Flag Airlines^http://www.greenflag-sdn.com/
GRN^WK^Greenair^
OXE^^Gregg Air^
^^Grenadine Airways^http://www.grenadine-airways.com/
^^Greyhound Air^
^^Groninger Luchtvaart Maatschappij^http://www.flyglm.com
^^Groupement Aérien Sénégalais^
GOZ^ZG^Grozny Avia^http://www.grozny-avia.ru/
VOS^6P^Gryphon Airlines^http://www.gryphonairlines.com/
JAP^FB^GuardAir^
BSR^G6^Guine Bissau Airlines^
GIF^J9^Guinee Airlines^
GIS^^Guinee Air Service^
CGH^G4^Guizhou Airlines^
GAT^^Gulf Air Transport^
GNA^^Guna Airlines^http://web.archive.org/web/*/http://www.gunaairlines.com/
GYA^GY^Guyana Airways^
RPX^^HD Air Ltd^http://www.hdair.com/
HBC^WD^Halisa Air^
^^Handley Page Transport^
HGR^^Hangar 8^http://www.hangar8.co.uk/
HGD^OM^Hangard Airlines^
ANS^^Aeronor Chile^
OVA^UX^Air Europa Express^
TEJ^GD^TAESA Lineas Aéreas^http://www.taesa.com.mx
HZL^ZL^Hazelton Airlines^
HTC^TV^Haïti Trans Air^
HAM^2T^Haïti Ambassador Airlines^
^^Heartland Airlines^
^HN^HeavyLift Cargo Airlines^
^^Hebridean Air Services^http://www.hebrideanair.co.uk/
^^Heliandes^
HEL^^Helicol^http://www.helicol.com.co/
^^Helicopters^
^^Heliservices^
^^Helisul Linhas Aéreas^
^^Air Perú^http://www.flyairperu.com
^^Air Post^
AQN^QN^Air Queensland^
^^Air Safaris^
^RY^Air Rwanda^
SRI^^Air Safaris^http://www.airsafaris.co.nz
^^Air Services Cargo^
^KQ^Air South^
KKB^WV^Air South^
RSM^^Air Somalia^
^^Air Sweden^
HMA^^Air Tahoma^
^AG^Air Trans Africa^
UKL^MV^Air UK Leisure^
IWY^JY^InterCaribbean Airways^http://www.interCaribbean.com/
^^Air Umbria^
UVS^UV^Air Universal^http://www.airuniversalltd.com/
^^Air Vega^http://www.airvega.rs
^^Air Vermont^
VGA^6V^Air Vegas^
^^Air Vias^
^^Air West Coast^http://www.airwestcoast.co.nz
RWS^^Air Whitsunday^http://www.airwhitsunday.com.au/
TZT^ZT^Air Zambezi^
YRG^^Air Yugoslavia^
ACS^^Aircraft Sales and Services Limited^http://www.asslpk.com/
AIX^^Aircruising Australia^http://www.aircruising.com.au/
^^Airflight^
^^Airlines of New South Wales^
^^Airlines of South Australia^
^^Airlink^
PNK^^Airpink^http://www.rtvpink.com/air
^^Airspeed Aviation^http://www.airspeed-abby.com/
^^Airtex Aviation^
^^Airtransivoire^
NWG^^Airwing^http://www.airwing.no
^AW^Airwork Services^
LIE^^Al-Dawood Air^http://www.aldawoodgroup.com/air_main.htm
^^Al Anwa Aviation^
HJT^^Al Rais Cargo^
^^Al Sayegh Airlines^
WFR^^Al Wafeer Air^
^^Alas Chiricanas^
ALW^^Alas Nacionales^
AER^KO^Alaska Central Express^http://www.aceaircargo.com
^7A^Alaska Coastal Airlines^
^^Albany Air^
^^Albarka Air^
ABK^8Z^Albatros Airlines^
^^Alcazar^
LEM^^Alim Airlines^
ISS^IG^Alisarda^
