Three-Letter City Code	City Name	State/Pro.	Country Code	Time Zone Code	STV	Three-Letter Airport Code	Airport Name	Numeric Code	Location Type	Type Name	Aggregated Name
AMY	Ambatomainty		MG			AMY		0185	3	Airport	Ambatomainty Airport
AMZ	Ardmore		NZ	1		AMZ		0186	3	Airport	Ardmore Airport
ANA	Anaheim	CA	US	4		ANA			3	Airport	Anaheim Airport
ANB	Anniston	AL	US	2		ANB	County	0187	3	Airport	Anniston County Airport
ANB	Anniston	AL	US	2		ANB	Metropolitan Area		2	Metropolitan Area	Anniston Metropolitan Area
ANB	Anniston	AL	US	2		QAW	Ft McClellan Bus Stn		4	Bus Station	Anniston Ft McClellan Bus Stn Bus Station
ANB	Anniston	AL	US	2		RLI	Reilly AHP		3	Airport	Anniston Reilly AHP Airport
ANC	Anchorage	AK	US	5		ANC	International	0188	3	Airport	Anchorage International Airport
ANC	Anchorage	AK	US	5		ANC	Metropolitan Area		2	Metropolitan Area	Anchorage Metropolitan Area
ANC	Anchorage	AK	US	5		EDF	Elmendorf AFB		3	Airport	Anchorage Elmendorf AFB Airport
ANC	Anchorage	AK	US	5		MRI	Merrill Field	3309	3	Airport	Anchorage Merrill Field Airport
AND	Anderson	SC	US	1		AND		0189	3	Airport	Anderson Airport
ANE	Angers		FR			ANE	Marce	0190	3	Airport	Angers Marce Airport
ANE	Angers		FR			QXG	Railway Station		4	Bus Station	Angers Railway Station Bus Station
ANF	Antofagasta		CL	1		ANF	Cerro Moreno	0191	3	Airport	Antofagasta Cerro Moreno Airport
ANG	Angouleme		FR			ANG	Brie-Champniers		3	Airport	Angouleme Brie-Champniers Airport
ANI	Aniak	AK	US	5		ANI		0193	3	Airport	Aniak Airport
ANJ	Zanaga		CG			ANJ		0194	3	Airport	Zanaga Airport
ANK	Ankara		TR			ANK	Etimesgut		3	Airport	Ankara Etimesgut Airport
ANK	Ankara		TR			ANK	Metropolitan Area		2	Metropolitan Area	Ankara Metropolitan Area
ANK	Ankara		TR			ESB	Esenboga	1456	3	Airport	Ankara Esenboga Airport
ANL	Andulo		AO			ANL		0195	3	Airport	Andulo Airport
ANM	Antalaha		MG			ANM	Antsirabato	0196	3	Airport	Antalaha Antsirabato Airport
ANN	Annette Island	AK	US	5		ANN		0197	3	Airport	Annette Island Airport
ANO	Angoche		MZ			ANO		0198	3	Airport	Angoche Airport
ANP	Annapolis	MD	US	1		ANP	Lee		3	Airport	Annapolis Lee Airport
ANQ	Angola	IN	US	1		ANQ	Tri-State Steuben Cty		3	Airport	Angola Tri-State Steuben Cty Airport
ANR	Antwerp		BE			ANR	International		3	Airport	Antwerp International Airport
ANR	Antwerp		BE			ZAY	De Keyserlei Bus Stn		4	Bus Station	Antwerp De Keyserlei Bus Stn Bus Station
ANR	Antwerp		BE			ZWE	Central Railway Stn		5	Railway Station	Antwerp Central Railway Stn Railway Station
ANR	Antwerp		BE			ZYZ	Berchem Railway Stn		5	Railway Station	Antwerp Berchem Railway Stn Railway Station
ANS	Andahuaylas		PE			ANS		0200	3	Airport	Andahuaylas Airport
ANT	St Anton		AT			ANT	Heliport		6	Heliport	St Anton Heliport
ANT	St Anton		AT			XOV	Bus Station		4	Bus Station	St Anton Bus Station
ANU	Antigua		AG			ANU	V.C. Bird Intl	0201	3	Airport	Antigua V.C. Bird Intl Airport
ANV	Anvik	AK	US	5		ANV		0202	3	Airport	Anvik Airport
ANW	Ainsworth	NE	US	2		ANW		0203	3	Airport	Ainsworth Airport
ANX	Andenes		NO			ANX	Andoya	0204	3	Airport	Andenes Andoya Airport
ANY	Anthony	KS	US	2		ANY			3	Airport	Anthony Airport
ANZ	Angus Downs Station	NT	AU	3	A	ANZ		0205	3	Airport	Angus Downs Station Airport
AOA	Aroa		PG			AOA		0206	3	Airport	Aroa Airport
AOB	Annanberg		PG			AOB			3	Airport	Annanberg Airport
AOC	Altenburg		DE			AOC	Nobitz		3	Airport	Altenburg Nobitz Airport
AOD	Abou Deia		TD			AOD		0207	3	Airport	Abou Deia Airport
AOG	Anshan		CN			AOG	Teng'ao		3	Airport	Anshan Teng'ao Airport
AOH	Lima	OH	US	1		AOH	Allen County		3	Airport	Lima Allen County Airport
AOI	Ancona		IT			AOI	Falconara	0208	3	Airport	Ancona Falconara Airport
AOJ	Aomori		JP			AOJ		0209	3	Airport	Aomori Airport
AOK	Karpathos		GR			AOK		0210	3	Airport	Karpathos Airport
AOL	Paso De Los Libres	CR	AR			AOL		0211	3	Airport	Paso De Los Libres Airport
AOM	Adam		OM			AOM			3	Airport	Adam Airport
AON	Arona		PG			AON		0212	3	Airport	Arona Airport
AOO	Altoona	PA	US	1		AOO		0213	3	Airport	Altoona Airport
AOO	Martinsburg	PA	US	1		AOO			3	Airport	Martinsburg Airport
AOP	Andoas		PE			AOP			3	Airport	Andoas Airport
AOQ	Aappilattoq-Upernavik		GL	1		AOQ	Heliport		6	Heliport	Aappilattoq-Upernavik Heliport
AOR	Alor Setar		MY			AOR	Sultan Abdul Halim	0214	3	Airport	Alor Setar Sultan Abdul Halim Airport
AOS	Amook	AK	US	5		AOS		0215	3	Airport	Amook Airport
AOT	Aosta		IT			AOT	Corrado Gex	0000	3	Airport	Aosta Corrado Gex Airport
AOU	Attapeu		LA			AOU		0216	3	Airport	Attapeu Airport
APB	Apolo		BO			APB		0218	3	Airport	Apolo Airport
APC	Napa	CA	US	4		APC	County	0219	3	Airport	Napa County Airport
APE	San Juan Aposento		PE			APE			3	Airport	San Juan Aposento Airport
APF	Naples	FL	US	1		APF		0220	3	Airport	Naples Airport
APG	Aberdeen	MD	US	1		APG	Phillips AAF		3	Airport	Aberdeen Phillips AAF Airport
APH	Bowling Green	VA	US	1		APH	Camp A P Hill		3	Airport	Bowling Green Camp A P Hill Airport
API	Apiay		CO			API			3	Airport	Apiay Airport
APK	Apataki		PF	2		APK		0221	3	Airport	Apataki Airport
APL	Nampula		MZ			APL		0222	3	Airport	Nampula Airport
APN	Alpena	MI	US	1		APN	County Regional	0223	3	Airport	Alpena County Regional Airport
APO	Apartado		CO			APO		0224	3	Airport	Apartado Airport
APP	Asapa		PG			APP			3	Airport	Asapa Airport
APQ	Arapiraca	AL	BR	1	A	APQ			3	Airport	Arapiraca Airport
APR	April River		PG			APR			3	Airport	April River Airport
APS	Anapolis	GO	BR	1		APS			3	Airport	Anapolis Airport
APT	Jasper	TN	US	2		APT	Marion County		3	Airport	Jasper Marion County Airport
APU	Apucarana	PR	BR	1		APU			3	Airport	Apucarana Airport
APV	Apple Valley	CA	US	4		APV		0226	3	Airport	Apple Valley Airport
APW	Apia		WS			APW	Faleolo Intl	0227	3	Airport	Apia Faleolo Intl Airport
APW	Apia		WS			APW	Metropolitan Area		2	Metropolitan Area	Apia Metropolitan Area
APW	Apia		WS			FGI	Fagali'i	1541	3	Airport	Apia Fagali'i Airport
APX	Arapongas	PR	BR	1		APX			3	Airport	Arapongas Airport
APY	Alto Parnaiba	MA	BR	1	A	APY		0228	3	Airport	Alto Parnaiba Airport
APZ	Zapala	NE	AR			APZ		0229	3	Airport	Zapala Airport
AQA	Araraquara	SP	BR	1		AQA		0230	3	Airport	Araraquara Airport
AQB	Quiche		GT			AQB			3	Airport	Quiche Airport
AQG	Anqing		CN			AQG	Tianzhushan		3	Airport	Anqing Tianzhushan Airport
AQI	Qaisumah		SA			AQI	Hafar al Batin	0231	3	Airport	Qaisumah Hafar al Batin Airport
AQJ	Aqaba		JO			AQJ	King Hussein Intl	0232	3	Airport	Aqaba King Hussein Intl Airport
AQM	Ariquemes	RO	BR	2	A	AQM			3	Airport	Ariquemes Airport
AQP	Arequipa		PE			AQP	Rodriguez Ballon	0233	3	Airport	Arequipa Rodriguez Ballon Airport
AQS	Saqani		FJ			AQS		0235	3	Airport	Saqani Airport
AQY	Alyeska	AK	US	5		AQY			3	Airport	Alyeska Airport
ARA	New Iberia	LA	US	2		ARA	Acadiana Regional	0237	3	Airport	New Iberia Acadiana Regional Airport
ARA	New Iberia	LA	US	2		ARA	Metropolitan Area		2	Metropolitan Area	New Iberia Metropolitan Area
ARA	New Iberia	LA	US	2		LFT	Lafayette Regional	2771	3	Airport	New Iberia Lafayette Regional Airport
ARB	Ann Arbor	MI	US	1		ARB	Municipal	0238	3	Airport	Ann Arbor Municipal Airport
ARC	Arctic Village	AK	US	5		ARC		0239	3	Airport	Arctic Village Airport
ARD	Alor		ID	2		ARD	Mali		3	Airport	Alor Mali Airport
ARE	Arecibo		PR			ARE		0240	3	Airport	Arecibo Airport
ARF	Acaricuara		CO			ARF			3	Airport	Acaricuara Airport
ARG	Walnut Ridge	AR	US	2		ARG		0241	3	Airport	Walnut Ridge Airport
ARH	Arkhangelsk		RU	2		ARH	Talagi		3	Airport	Arkhangelsk Talagi Airport
ARI	Arica		CL	1		ARI	Chacalluta	0242	3	Airport	Arica Chacalluta Airport
ARJ	Arso		ID	3		ARJ		0243	3	Airport	Arso Airport
ARK	Arusha		TZ			ARK		0244	3	Airport	Arusha Airport
ARL	Arly		BF			ARL		0245	3	Airport	Arly Airport
ARM	Armidale	NS	AU	2		ARM		0246	3	Airport	Armidale Airport
ARO	Arboletas		CO			ARO		0248	3	Airport	Arboletas Airport
ARP	Aragip		PG			ARP		0249	3	Airport	Aragip Airport
ARQ	Arauquita		CO			ARQ		0250	3	Airport	Arauquita Airport
ARR	Alto Rio Senguerr	CB	AR			ARR		0251	3	Airport	Alto Rio Senguerr Airport
ARS	Aragarcas	GO	BR	1		ARS		0252	3	Airport	Aragarcas Airport
ART	Watertown	NY	US	1		ART		0253	3	Airport	Watertown Airport
ARU	Aracatuba	SP	BR	1		ARU			3	Airport	Aracatuba Airport
ARV	Minocqua	WI	US	2		ARV	Noble F. Lee	0255	3	Airport	Minocqua Noble F. Lee Airport
ARW	Arad		RO			ARW		0256	3	Airport	Arad Airport
ARX	Asbury Park	NJ	US	1		ARX		0257	3	Airport	Asbury Park Airport
ARY	Ararat	VI	AU	2		ARY		0258	3	Airport	Ararat Airport
ARZ	N'zeto		AO			ARZ		0259	3	Airport	N'zeto Airport
ASA	Assab		ER			ASA	International	0260	3	Airport	Assab International Airport
ASB	Ashgabat		TM			ASB	International	0261	3	Airport	Ashgabat International Airport
ASC	Ascension		BO			ASC		0262	3	Airport	Ascension Airport
ASD	Andros Town		BS			ASD		0263	3	Airport	Andros Town Airport
ASE	Aspen	CO	US	3		ASE		0264	3	Airport	Aspen Airport
ASF	Astrakhan		RU	2		ASF			3	Airport	Astrakhan Airport
ASG	Ashburton		NZ	1		ASG			3	Airport	Ashburton Airport
ASH	Nashua	NH	US	1		ASH	Boire Field	0265	3	Airport	Nashua Boire Field Airport
ASI	Ascension Island		SH			ASI	RAF Station		3	Airport	Ascension Island RAF Station Airport
ASJ	Amami		JP			ASJ		0266	3	Airport	Amami Airport
ASK	Yamoussoukro		CI			ASK		0267	3	Airport	Yamoussoukro Airport
ASL	Marshall	TX	US	2		ASL	Harrison County	0268	3	Airport	Marshall Harrison County Airport
ASM	Asmara		ER			ASM	International		3	Airport	Asmara International Airport
ASN	Talladega	AL	US	2		ASN			3	Airport	Talladega Airport
ASO	Asosa		ET			ASO		0270	3	Airport	Asosa Airport
ASP	Alice Springs	NT	AU	3	A	ASP	Airport	0271	3	Airport	Alice Springs Airport
ASP	Alice Springs	NT	AU	3	A	XHW	Railway Station		5	Railway Station	Alice Springs Railway Station
ASQ	Austin	NV	US	4		ASQ		0272	3	Airport	Austin Airport
ASR	Kayseri		TR			ASR	Erkilet	0273	3	Airport	Kayseri Erkilet Airport
AST	Astoria	OR	US	4		AST		0274	3	Airport	Astoria Airport
ASU	Asuncion		PY			ASU	Silvio Pettirossi	0275	3	Airport	Asuncion Silvio Pettirossi Airport
ASV	Amboseli		KE			ASV			3	Airport	Amboseli Airport
ASW	Aswan		EG			ASW	International	0276	3	Airport	Aswan International Airport
ASX	Ashland	WI	US	2		ASX		0277	3	Airport	Ashland Airport
ASY	Ashley	ND	US	2		ASY			3	Airport	Ashley Airport
ASZ	Asirim		PG			ASZ			3	Airport	Asirim Airport
ATA	Anta		PE			ATA		0278	3	Airport	Anta Airport
ATB	Atbara		SD			ATB		0279	3	Airport	Atbara Airport
ATC	Arthur's Town		BS			ATC		0280	3	Airport	Arthur's Town Airport
ATD	Atoifi		SB			ATD			3	Airport	Atoifi Airport
ATE	Antlers	OK	US	2		ATE		0281	3	Airport	Antlers Airport
ATF	Ambato		EC	1		ATF	Chachoan		3	Airport	Ambato Chachoan Airport
ATG	Attock		PK			ATG	Minhas		3	Airport	Attock Minhas Airport
ATH	Athens		GR			ATH	Eleftherios Venizelos		3	Airport	Athens Eleftherios Venizelos Airport
ATI	Artigas		UY			ATI		0283	3	Airport	Artigas Airport
ATJ	Antsirabe		MG			ATJ			3	Airport	Antsirabe Airport
ATK	Atqasuk	AK	US	5		ATK			3	Airport	Atqasuk Airport
ATL	Atlanta	GA	US	1		ATL	Hartsfield-Jackson ATL	0284	3	Airport	Atlanta Hartsfield-Jackson ATL Airport
ATL	Atlanta	GA	US	1		ATL	Metropolitan Area		2	Metropolitan Area	Atlanta Metropolitan Area
ATL	Atlanta	GA	US	1		FTY	Fulton County		3	Airport	Atlanta Fulton County Airport
ATL	Atlanta	GA	US	1		JAE	Technology Park		3	Airport	Atlanta Technology Park Airport
ATL	Atlanta	GA	US	1		JAJ	Perimeter Mall		3	Airport	Atlanta Perimeter Mall Airport
ATL	Atlanta	GA	US	1		JAO	Beaver Ruin		3	Airport	Atlanta Beaver Ruin Airport
ATL	Atlanta	GA	US	1		JGL	Galleria		3	Airport	Atlanta Galleria Airport
ATL	Atlanta	GA	US	1		PDK	De Kalb/Peachtree	3855	3	Airport	Atlanta De Kalb/Peachtree Airport
ATM	Altamira	PA	BR	1	A	ATM		0285	3	Airport	Altamira Airport
ATN	Namatanai		PG			ATN		0286	3	Airport	Namatanai Airport
ATO	Athens	OH	US	1		ATO	Ohio University	0287	3	Airport	Athens Ohio University Airport
ATP	Aitape		PG			ATP	Aitape Airstrip	0288	3	Airport	Aitape Aitape Airstrip Airport
ATP	Aitape		PG			ATP	Metropolitan Area		2	Metropolitan Area	Aitape Metropolitan Area
ATP	Aitape		PG			TAJ	Tadji	4810	3	Airport	Aitape Tadji Airport
ATQ	Amritsar		IN			ATQ	Sri Guru Ram Dass Jee	0289	3	Airport	Amritsar Sri Guru Ram Dass Jee Airport
ATR	Atar		MR			ATR	International	0290	3	Airport	Atar International Airport
ATS	Artesia	NM	US	3		ATS		0291	3	Airport	Artesia Airport
ATT	Atmautluak	AK	US	5		ATT		0292	3	Airport	Atmautluak Airport
ATU	Attu Island	AK	US	6		ATU	Casco Cove	0293	3	Airport	Attu Island Casco Cove Airport
ATV	Ati		TD			ATV		0294	3	Airport	Ati Airport
ATW	Appleton	WI	US	2		ATW	Outagamie County	0295	3	Airport	Appleton Outagamie County Airport
ATX	Atbasar		KZ	2		ATX			3	Airport	Atbasar Airport
ATY	Watertown	SD	US	2		ATY		0296	3	Airport	Watertown Airport
ATZ	Asyut		EG			ATZ			3	Airport	Asyut Airport
AUA	Aruba		AW			AUA	Reina Beatrix	0297	3	Airport	Aruba Reina Beatrix Airport
AUB	Itauba	MT	BR	2		AUB			3	Airport	Itauba Airport
AUC	Arauca		CO			AUC		0298	3	Airport	Arauca Airport
AUD	Augustus Downs	QL	AU	2	B	AUD		0299	3	Airport	Augustus Downs Airport
AUE	Abu Rudeis		EG			AUE			3	Airport	Abu Rudeis Airport
AUF	Auxerre		FR			AUF	Branches		3	Airport	Auxerre Branches Airport
AUG	Augusta	ME	US	1		AUG		0300	3	Airport	Augusta Airport
AUH	Abu Dhabi		AE			AUH	International	0301	3	Airport	Abu Dhabi International Airport
AUH	Abu Dhabi		AE			AUH	Metropolitan Area		2	Metropolitan Area	Abu Dhabi Metropolitan Area
AUH	Abu Dhabi		AE			AZI	Bateen		3	Airport	Abu Dhabi Bateen Airport
AUH	Abu Dhabi		AE			DHF	Al Dhafra AB		3	Airport	Abu Dhabi Al Dhafra AB Airport
AUH	Abu Dhabi		AE			ZVJ	EK Bus Station		4	Bus Station	Abu Dhabi EK Bus Station
AUI	Aua Island		PG			AUI		0302	3	Airport	Aua Island Airport
AUJ	Ambunti		PG			AUJ		0303	3	Airport	Ambunti Airport
AUK	Alakanuk	AK	US	5		AUK		0304	3	Airport	Alakanuk Airport
AUL	Aur Island		MH			AUL			3	Airport	Aur Island Airport
AUM	Austin	MN	US	2		AUM		0305	3	Airport	Austin Airport
AUN	Auburn	CA	US	4		AUN			3	Airport	Auburn Airport
AUO	Auburn	AL	US	2		AUO	Auburn-Opelika	0306	3	Airport	Auburn Auburn-Opelika Airport
AUP	Agaun		PG			AUP		0307	3	Airport	Agaun Airport
AUQ	Hiva Oa		PF	1		AUQ	Atuona	0308	3	Airport	Hiva Oa Atuona Airport
AUR	Aurillac		FR			AUR		0309	3	Airport	Aurillac Airport
AUS	Austin	TX	US	2		AUS	Austin-Bergstrom Intl	0310	3	Airport	Austin Austin-Bergstrom Intl Airport
AUS	Austin	TX	US	2		AUS	Metropolitan Area		2	Metropolitan Area	Austin Metropolitan Area
AUS	Austin	TX	US	2		MMR	Camp Maybry AHP		3	Airport	Austin Camp Maybry AHP Airport
AUT	Atauro		TL			AUT		0311	3	Airport	Atauro Airport
AUU	Aurukun	QL	AU	2	B	AUU		0312	3	Airport	Aurukun Airport
AUV	Aumo		PG			AUV			3	Airport	Aumo Airport
AUW	Wausau	WI	US	2		AUW	Metropolitan Area		2	Metropolitan Area	Wausau Metropolitan Area
AUW	Wausau	WI	US	2		AUW	Municipal	0313	3	Airport	Wausau Municipal Airport
AUW	Wausau	WI	US	2		CWA	Central Wisconsin	1117	3	Airport	Wausau Central Wisconsin Airport
AUX	Araguaina	TO	BR	1	A	AUX		0314	3	Airport	Araguaina Airport
AUY	Anatom Island		VU			AUY		0315	3	Airport	Anatom Island Airport
AUZ	Aurora	IL	US	2		AUZ	Municipal		3	Airport	Aurora Municipal Airport
AVA	Anshun		CN			AVA	Huangguoshu		3	Airport	Anshun Huangguoshu Airport
AVB	Aviano		IT			AVB	Air Base		3	Airport	Aviano Air Base Airport
AVF	Avoriaz		FR			AVF	Off-line Point		1	Off-Line Point	Avoriaz Off-line Point
AVG	Auvergne Station	NT	AU	3	A	AVG		0317	3	Airport	Auvergne Station Airport
AVI	Ciego De Avila		CU			AVI	Maximo Gomez		3	Airport	Ciego De Avila Maximo Gomez Airport
AVJ	Avila		ES	1		AVJ	Bus Station		4	Bus Station	Avila Bus Station
AVJ	Avila		ES	1		AVS	Railway Station		5	Railway Station	Avila Railway Station
AVK	Arvaikheer		MN			AVK			3	Airport	Arvaikheer Airport
AVL	Asheville	NC	US	1		AVL	Regional	0318	3	Airport	Asheville Regional Airport
AVL	Hendersonville	NC	US	1		AVL			3	Airport	Hendersonville Airport
AVN	Avignon		FR			AVN	Caumont		3	Airport	Avignon Caumont Airport
AVN	Avignon		FR			XZN	TGV Railway Station		5	Railway Station	Avignon TGV Railway Station
AVO	Avon Park	FL	US	1		AVO	Municipal		3	Airport	Avon Park Municipal Airport
AVP	Scranton	PA	US	1		AVP	International	0319	3	Airport	Scranton International Airport
AVP	Scranton	PA	US	1		AVP	Metropolitan Area		2	Metropolitan Area	Scranton Metropolitan Area
AVP	Scranton	PA	US	1		SCR	Municipal		3	Airport	Scranton Municipal Airport
AVP	Wilkes-Barre	PA	US	1		AVP	International	0319	3	Airport	Wilkes-Barre International Airport
AVP	Wilkes-Barre	PA	US	1		AVP	Metropolitan Area		2	Metropolitan Area	Wilkes-Barre Metropolitan Area
AVP	Wilkes-Barre	PA	US	1		WBW	Wyoming Valle		3	Airport	Wilkes-Barre Wyoming Valle Airport
AVU	Avu Avu		SB			AVU		0320	3	Airport	Avu Avu Airport
AVX	Catalina Island	CA	US	4		AVX	Avalon Bay	0321	3	Airport	Catalina Island Avalon Bay Airport
AVX	Catalina Island	CA	US	4		AVX	Metropolitan Area		2	Metropolitan Area	Catalina Island Metropolitan Area
AVX	Catalina Island	CA	US	4		CIB	Ap In The Sky	0908	3	Airport	Catalina Island Ap In The Sky Airport
AVX	Catalina Island	CA	US	4		SXC	Avalo Vor/WP		3	Airport	Catalina Island Avalo Vor/WP Airport
AVX	Catalina Island	CA	US	4		TWH	Two Harbors	5108	3	Airport	Catalina Island Two Harbors Airport
AWA	Awasa		ET			AWA		0322	3	Airport	Awasa Airport
AWB	Awaba		PG			AWB			3	Airport	Awaba Airport
AWD	Aniwa Island		VU			AWD			3	Airport	Aniwa Island Airport
AWE	Alowe		GA			AWE		0323	3	Airport	Alowe Airport
AWK	Wake Island		UM	3		AWK		0324	3	Airport	Wake Island Airport
AWM	West Memphis	AR	US	2		AWM	Municipal		3	Airport	West Memphis Municipal Airport
AWN	Alton Downs	SA	AU	3		AWN		0326	3	Airport	Alton Downs Airport
AWP	Austral Downs Station	NT	AU	3	A	AWP		0327	3	Airport	Austral Downs Station Airport
AWR	Awar		PG			AWR		0328	3	Airport	Awar Airport
AWZ	Ahwaz		IR			AWZ		0329	3	Airport	Ahwaz Airport
AXA	Anguilla		AI			AXA	Wallblake	0330	3	Airport	Anguilla Wallblake Airport
AXB	Alexandria Bay	NY	US	1		AXB			3	Airport	Alexandria Bay Airport
AXC	Aramac	QL	AU	2	B	AXC		0331	3	Airport	Aramac Airport
AXD	Alexandroupolis		GR			AXD	Dimokritos		3	Airport	Alexandroupolis Dimokritos Airport
AXE	Xanxere	SC	BR	1		AXE			3	Airport	Xanxere Airport
AXF	Alxa Left Banner		CN			AXF			3	Airport	Alxa Left Banner Airport
AXG	Algona	IA	US	2		AXG			3	Airport	Algona Airport
AXK	Ataq		YE			AXK		0333	3	Airport	Ataq Airport
AXL	Alexandria Station	NT	AU	3	A	AXL		0334	3	Airport	Alexandria Station Airport
AXM	Armenia		CO			AXM	El Eden	0335	3	Airport	Armenia El Eden Airport
AXN	Alexandria	MN	US	2		AXN		0336	3	Airport	Alexandria Airport
AXP	Spring Point		BS			AXP	Springpoint Arpt		3	Airport	Spring Point Springpoint Arpt Airport
AXR	Arutua		PF	2		AXR		0337	3	Airport	Arutua Airport
AXT	Akita		JP			AXT		0339	3	Airport	Akita Airport
AXU	Axum		ET			AXU		0340	3	Airport	Axum Airport
AXV	Wapakoneta	OH	US	1		AXV	Neil Armstrong		3	Airport	Wapakoneta Neil Armstrong Airport
AXX	Angel Fire	NM	US	3		AXX			3	Airport	Angel Fire Airport
AYA	Ayapel		CO			AYA		0341	3	Airport	Ayapel Airport
AYC	Ayacucho		CO			AYC		0342	3	Airport	Ayacucho Airport
AYD	Alroy Downs	NT	AU	3	A	AYD		0343	3	Airport	Alroy Downs Airport
AYE	Fort Devens	MA	US	1		AYE	AAF Heliport		6	Heliport	Fort Devens AAF Heliport
AYG	Yaguara		CO			AYG		0344	3	Airport	Yaguara Airport
AYI	Yari		CO			AYI		0345	3	Airport	Yari Airport
AYK	Arkalyk		KZ	2		AYK			3	Airport	Arkalyk Airport
AYL	Anthony Lagoon	NT	AU	3	A	AYL		0346	3	Airport	Anthony Lagoon Airport
AYN	Anyang		CN			AYN			3	Airport	Anyang Airport
AYO	Ayolas		PY			AYO			3	Airport	Ayolas Airport
AYP	Ayacucho		PE			AYP	Yanamilla	0347	3	Airport	Ayacucho Yanamilla Airport
AYQ	Ayers Rock	NT	AU	3	A	AYQ	Connellan	0348	3	Airport	Ayers Rock Connellan Airport
AYR	Ayr	QL	AU	2	B	AYR		0349	3	Airport	Ayr Airport
AYS	Waycross	GA	US	1		AYS	Ware County	0350	3	Airport	Waycross Ware County Airport
AYT	Antalya		TR			AYT		0351	3	Airport	Antalya Airport
AYU	Aiyura		PG			AYU		0352	3	Airport	Aiyura Airport
AYW	Ayawasi		ID	3		AYW			3	Airport	Ayawasi Airport
AYY	Pottuvil		LK			AYY	Arugam Bay SPB		3	Airport	Pottuvil Arugam Bay SPB Airport
AYZ	Amityville	NY	US	1		AYZ	Zahns		3	Airport	Amityville Zahns Airport
AZB	Amazon Bay		PG			AZB		0354	3	Airport	Amazon Bay Airport
AZD	Yazd		IR			AZD	Shahid Sadooghi	0355	3	Airport	Yazd Shahid Sadooghi Airport
AZG	Apatzingan		MX	1		AZG		0356	3	Airport	Apatzingan Airport
AZL	Sapezal	MT	BR	2		AZL	Fazenda Tucunare		3	Airport	Sapezal Fazenda Tucunare Airport
AZN	Andizhan		UZ			AZN			3	Airport	Andizhan Airport
AZO	Kalamazoo	MI	US	1		AZO	Battle Creek Intl	0357	3	Airport	Kalamazoo Battle Creek Intl Airport
AZR	Adrar		DZ			AZR	Touat	0358	3	Airport	Adrar Touat Airport
AZS	Samana		DO			AZS	International		3	Airport	Samana International Airport
AZT	Zapatoca		CO			AZT		0359	3	Airport	Zapatoca Airport
AZZ	Ambriz		AO			AZZ			3	Airport	Ambriz Airport
BAA	Bialla		PG			BAA		0360	3	Airport	Bialla Airport
BAC	Barranca De Upia		CO			BAC		0361	3	Airport	Barranca De Upia Airport
BAE	Barcelonnette		FR			BAE	St-Pons	0362	3	Airport	Barcelonnette St-Pons Airport
BAF	Westfield	MA	US	1		BAF	Barnes	0363	3	Airport	Westfield Barnes Airport
BAG	Baguio		PH			BAG	Loakan	0364	3	Airport	Baguio Loakan Airport
BAH	Bahrain		BH			BAH	International	0365	3	Airport	Bahrain International Airport
BAI	Buenos Aires		CR			BAI			3	Airport	Buenos Aires Airport
BAI	Buenos Aires		CR			BBE	Fluvial Bus Station		4	Bus Station	Buenos Aires Fluvial Bus Station
BAJ	Bali		PG			BAJ		0366	3	Airport	Bali Airport
BAK	Baku		AZ			BAK	Metropolitan Area		2	Metropolitan Area	Baku Metropolitan Area
BAK	Baku		AZ			GYD	Heydar Aliyev Intl		3	Airport	Baku Heydar Aliyev Intl Airport
BAK	Baku		AZ			ZXT	Zabrat		3	Airport	Baku Zabrat Airport
BAL	Batman		TR			BAL			3	Airport	Batman Airport
BAM	Battle Mountain	NV	US	4		BAM	Lander County	0368	3	Airport	Battle Mountain Lander County Airport
BAN	Basongo		CD	2		BAN			3	Airport	Basongo Airport
BAP	Baibara		PG			BAP		0371	3	Airport	Baibara Airport
BAQ	Barranquilla		CO			BAQ	E Cortissoz	0372	3	Airport	Barranquilla E Cortissoz Airport
BAR	Baker Island	AK	US	5		BAR	Baker AAF		3	Airport	Baker Island Baker AAF Airport
BAS	Balalae		SB			BAS		0373	3	Airport	Balalae Airport
BAT	Barretos	SP	BR	1		BAT		0374	3	Airport	Barretos Airport
BAV	Baotou		CN			BAV	Erliban	0376	3	Airport	Baotou Erliban Airport
BAW	Biawonque		GA			BAW		0377	3	Airport	Biawonque Airport
BAX	Barnaul		RU	5		BAX			3	Airport	Barnaul Airport
BAY	Baia Mare		RO			BAY		0378	3	Airport	Baia Mare Airport
BAZ	Barbelos	AM	BR	2	A	BAZ		0379	3	Airport	Barbelos Airport
BBA	Balmaceda		CL	1		BBA	Teniente Vidal		3	Airport	Balmaceda Teniente Vidal Airport
BBB	Benson	MN	US	2		BBB	Municipal		3	Airport	Benson Municipal Airport
BBC	Bay City	TX	US	2		BBC		0381	3	Airport	Bay City Airport
BBD	Brady	TX	US	2		BBD	Curtis Field		3	Airport	Brady Curtis Field Airport
BBF	Burlington	MA	US	1		BBF			3	Airport	Burlington Airport
BBG	Butaritari		KI	1		BBG		0383	3	Airport	Butaritari Airport
BBH	Stralsund		DE			BBH	Barth		3	Airport	Stralsund Barth Airport
BBH	Stralsund		DE			ZSX	Railway Station		5	Railway Station	Stralsund Railway Station
BBI	Bhubaneshwar		IN			BBI	Biju Patnaik	0384	3	Airport	Bhubaneshwar Biju Patnaik Airport
